#Parameters = {L=149.416; Lf=38; Lg=192.8032053872; W=102.45668571429; Wf=3.1; Wg=107.84389110149; ataslengkung=17.811178807947; bawahlengkung=49.475496688742; dgs=160; h=0.89786756453423; sampingdgs=0; skala=8.5380571428571; t=0.019640852974186}
#"Frequency / MHz"	"S1,1 [Mag]"	"S1,1 [Pha in deg.]"	"Ref.Imp. [Mag]"	"Ref.Imp. [Pha in deg.]"
#---------------------------------------------------------------------------------------------
233.00000000000	0.91442358426763	-86.818855556002	35.034201428197	0.0000000000000
233.39999389648	0.91400538270235	-87.136957811909	35.034201428197	0.0000000000000
233.80000305176	0.91358690649537	-87.455108229331	35.034201428197	0.0000000000000
234.19999694824	0.91316812500532	-87.773326800698	35.034201428197	0.0000000000000
234.60000610352	0.91274902433694	-88.091613605515	35.034201428197	0.0000000000000
235.00000000000	0.91232940482421	-88.409982224605	35.034201428197	0.0000000000000
235.39999389648	0.91190954998578	-88.728439830968	35.034201428197	0.0000000000000
235.80000305176	0.91148909098851	-89.046986146354	35.034201428197	0.0000000000000
236.19999694824	0.91106831126294	-89.365635041029	35.034201428197	0.0000000000000
236.60000610352	0.91064707848250	-89.684427290781	35.034201428197	0.0000000000000
237.00000000000	0.91022521408510	-90.003301485823	35.034201428197	0.0000000000000
237.39999389648	0.90980288416048	-90.322305449511	35.034201428197	0.0000000000000
237.80000305176	0.90937984738293	-90.641452878857	35.034201428197	0.0000000000000
238.19999694824	0.90895622566715	-90.960764276085	35.034201428197	0.0000000000000
238.60000610352	0.90853189411640	-91.280219045286	35.034201428197	0.0000000000000
239.00000000000	0.90810685388480	-91.599830894083	35.034201428197	0.0000000000000
239.39999389648	0.90768103936033	-91.919593007168	35.034201428197	0.0000000000000
239.80000305176	0.90725440671256	-92.239539448538	35.034201428197	0.0000000000000
240.19999694824	0.90682683941857	-92.559670490109	35.034201428197	0.0000000000000
240.60000610352	0.90639836054556	-92.880013254484	35.034201428197	0.0000000000000
241.00000000000	0.90596889356288	-93.200540183414	35.034201428197	0.0000000000000
241.39999389648	0.90553834511230	-93.521279082632	35.034201428197	0.0000000000000
241.80000305176	0.90510666031678	-93.842229706653	35.034201428197	0.0000000000000
242.19999694824	0.90467379116972	-94.163398969891	35.034201428197	0.0000000000000
242.60000610352	0.90423970725700	-94.484807069114	35.034201428197	0.0000000000000
243.00000000000	0.90380433076195	-94.806434064953	35.034201428197	0.0000000000000
243.39999389648	0.90336757218523	-95.128299993379	35.034201428197	0.0000000000000
243.80000305176	0.90292937906345	-95.450445788546	35.034201428197	0.0000000000000
244.19999694824	0.90248965236715	-95.772837357602	35.034201428197	0.0000000000000
244.60000610352	0.90204832561310	-96.095468014576	35.034201428197	0.0000000000000
245.00000000000	0.90160538938337	-96.418399362595	35.034201428197	0.0000000000000
245.39999389648	0.90116059098929	-96.741583528571	35.034201428197	0.0000000000000
245.80000305176	0.90071408576159	-97.065068447722	35.034201428197	0.0000000000000
246.19999694824	0.90026559998326	-97.388860680721	35.034201428197	0.0000000000000
246.60000610352	0.89981525349389	-97.712925551872	35.034201428197	0.0000000000000
247.00000000000	0.89936276395883	-98.037297355645	35.034201428197	0.0000000000000
247.39999389648	0.89890814330208	-98.361977042492	35.034201428197	0.0000000000000
247.80000305176	0.89845132953752	-98.686985526650	35.034201428197	0.0000000000000
248.19999694824	0.89799211680736	-99.012307871163	35.034201428197	0.0000000000000
248.60000610352	0.89753060513675	-99.337957023172	35.034201428197	0.0000000000000
249.00000000000	0.89706654262279	-99.663948751946	35.034201428197	0.0000000000000
249.39999389648	0.89660000379318	-99.990240532483	35.034201428197	0.0000000000000
249.80000305176	0.89613073507797	-100.31693567410	35.034201428197	0.0000000000000
250.19999694824	0.89565869633336	-100.64393034551	35.034201428197	0.0000000000000
250.60000610352	0.89518381064514	-100.97132170221	35.034201428197	0.0000000000000
251.00000000000	0.89470602303317	-101.29904780958	35.034201428197	0.0000000000000
251.39999389648	0.89422519879114	-101.62714301341	35.034201428197	0.0000000000000
251.80000305176	0.89374121938865	-101.95560675291	35.034201428197	0.0000000000000
252.19999694824	0.89325403736880	-102.28446017898	35.034201428197	0.0000000000000
252.60000610352	0.89276358432618	-102.61368188247	35.034201428197	0.0000000000000
253.00000000000	0.89226961751418	-102.94330700607	35.034201428197	0.0000000000000
253.39999389648	0.89177220838934	-103.27332035705	35.034201428197	0.0000000000000
253.80000305176	0.89127122634755	-103.60370378779	35.034201428197	0.0000000000000
254.19999694824	0.89076646170686	-103.93451653781	35.034201428197	0.0000000000000
254.60000610352	0.89025788801226	-104.26571968566	35.034201428197	0.0000000000000
255.00000000000	0.88974548895634	-104.59732645317	35.034201428197	0.0000000000000
255.39999389648	0.88922899387325	-104.92936254963	35.034201428197	0.0000000000000
255.80000305176	0.88870841383033	-105.26178764920	35.034201428197	0.0000000000000
256.20001220703	0.88818366201689	-105.59464269624	35.034201428197	0.0000000000000
256.60000610352	0.88765460310753	-105.92795505126	35.034201428197	0.0000000000000
257.00000000000	0.88712114720527	-106.26166449075	35.034201428197	0.0000000000000
257.39999389648	0.88658315108315	-106.59579885729	35.034201428197	0.0000000000000
257.79998779297	0.88604057562270	-106.93039351702	35.034201428197	0.0000000000000
258.20001220703	0.88549331051348	-107.26541502408	35.034201428197	0.0000000000000
258.60000610352	0.88494116620876	-107.60086787475	35.034201428197	0.0000000000000
259.00000000000	0.88438406871383	-107.93680524059	35.034201428197	0.0000000000000
259.39999389648	0.88382201424404	-108.27314315805	35.034201428197	0.0000000000000
259.79998779297	0.88325486086906	-108.60995896523	35.034201428197	0.0000000000000
260.20001220703	0.88268247104984	-108.94724301072	35.034201428197	0.0000000000000
260.60000610352	0.88210473952775	-109.28494608638	35.034201428197	0.0000000000000
261.00000000000	0.88152164610869	-109.62314211100	35.034201428197	0.0000000000000
261.39999389648	0.88093288529589	-109.96177032601	35.034201428197	0.0000000000000
261.79998779297	0.88033869164996	-110.30088087131	35.034201428197	0.0000000000000
262.20001220703	0.87973866572434	-110.64047745434	35.034201428197	0.0000000000000
262.60000610352	0.87913276315633	-110.98050567488	35.034201428197	0.0000000000000
263.00000000000	0.87852099864224	-111.32105303957	35.034201428197	0.0000000000000
263.39999389648	0.87790312436667	-111.66202237720	35.034201428197	0.0000000000000
263.79998779297	0.87727919742965	-112.00351761507	35.034201428197	0.0000000000000
264.20001220703	0.87664896346558	-112.34546484735	35.034201428197	0.0000000000000
264.60000610352	0.87601237430587	-112.68789809706	35.034201428197	0.0000000000000
265.00000000000	0.87536942101458	-113.03080631305	35.034201428197	0.0000000000000
265.39999389648	0.87471995625805	-113.37420776559	35.034201428197	0.0000000000000
265.79998779297	0.87406384459708	-113.71809313307	35.034201428197	0.0000000000000
266.20001220703	0.87340098090721	-114.06245872922	35.034201428197	0.0000000000000
266.60000610352	0.87273127053857	-114.40732216552	35.034201428197	0.0000000000000
267.00000000000	0.87205471845070	-114.75266825469	35.034201428197	0.0000000000000
267.39999389648	0.87137105711031	-115.09850945890	35.034201428197	0.0000000000000
267.79998779297	0.87068034626942	-115.44483991583	35.034201428197	0.0000000000000
268.20001220703	0.86998245185057	-115.79166411105	35.034201428197	0.0000000000000
268.60000610352	0.86927715774277	-116.13899384031	35.034201428197	0.0000000000000
269.00000000000	0.86856456966947	-116.48681327256	35.034201428197	0.0000000000000
269.39999389648	0.86784439933904	-116.83512593238	35.034201428197	0.0000000000000
269.79998779297	0.86711670210050	-117.18392862091	35.034201428197	0.0000000000000
270.20001220703	0.86638136116681	-117.53323947887	35.034201428197	0.0000000000000
270.60000610352	0.86563821539399	-117.88305412088	35.034201428197	0.0000000000000
271.00000000000	0.86488719613100	-118.23334711936	35.034201428197	0.0000000000000
271.39999389648	0.86412831688783	-118.58414600254	35.034201428197	0.0000000000000
271.79998779297	0.86336128300861	-118.93546516451	35.034201428197	0.0000000000000
272.20001220703	0.86258625272527	-119.28725970975	35.034201428197	0.0000000000000
272.60000610352	0.86180296995949	-119.63957457202	35.034201428197	0.0000000000000
273.00000000000	0.86101145979980	-119.99236721548	35.034201428197	0.0000000000000
273.39999389648	0.86021150488996	-120.34567962199	35.034201428197	0.0000000000000
273.79998779297	0.85940317072414	-120.69948358214	35.034201428197	0.0000000000000
274.20001220703	0.85858619806894	-121.05379344224	35.034201428197	0.0000000000000
274.60000610352	0.85776067867361	-121.40859355814	35.034201428197	0.0000000000000
275.00000000000	0.85692647413936	-121.76391246606	35.034201428197	0.0000000000000
275.39999389648	0.85608337571767	-122.11972586560	35.034201428197	0.0000000000000
275.79998779297	0.85523161919972	-122.47602818356	35.034201428197	0.0000000000000
276.20001220703	0.85437076737198	-122.83284001986	35.034201428197	0.0000000000000
276.60000610352	0.85350096933456	-123.19015492135	35.034201428197	0.0000000000000
